yORF	gene_name	GFP_tagged	GFP_visualized	TAP_visualized	abundance	error	localization_summary	ambiguous	mitochondrion	vacuole	spindle_pole	cell_periphery	punctate_composite	vacuolar_membrane	ER	nuclear_periphery	endosome	bud_neck	microtubule	Golgi	late_Golgi	peroxisome	actin	nucleolus	cytoplasm	ER_to_Golgi	early_Golgi	lipid_particle	nucleus	bud
YDR404C	RPB7	tagged	visualized	TAP visualized	6420	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR405W	MRP20	tagged	visualized	TAP visualized	2170	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR407C	TRS120	tagged	visualized	TAP visualized	259	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F
YDR408C	ADE8	tagged	visualized	TAP visualized	3910	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR409W	SIZ1	tagged	visualized	TAP visualized	149	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR410C	STE14	tagged	visualized	TAP visualized	2690	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR411C		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR412W		tagged	visualized	TAP visualized	2950	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YDR414C	ERD1	tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR416W	SYF1	tagged	visualized	TAP visualized	2170	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR418W	RPL12B	tagged	visualized	TAP visualized	50300	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR419W	RAD30	tagged	visualized	TAP visualized	1860	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR421W	ARO80	tagged	visualized	TAP visualized	319	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR422C	SIP1	tagged	visualized	TAP visualized	623	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR423C	CAD1	tagged	visualized	TAP visualized	623	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR424C	DYN2	tagged	visualized	TAP visualized	1310	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR425W	SNX41	tagged	visualized	TAP visualized	1800	NA	"cytoplasm,endosome,lipid particle"	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	T	F	F	T	F	F
YDR427W	RPN9	tagged	visualized	TAP visualized	12400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR429C	TIF35	tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR430C	CYM1	tagged	visualized	TAP visualized	6140	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR432W	NPL3	tagged	visualized	TAP visualized	78700	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR434W	GPI17	tagged	visualized	TAP visualized	7520	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR436W	PPZ2	tagged	visualized	TAP visualized	189	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR437W		tagged	visualized	TAP visualized	752	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR439W	LRS4	tagged	visualized	TAP visualized	1390	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F
YDR440W	DOT1	tagged	visualized	TAP visualized	2160	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR441C	APT2	tagged	visualized	TAP visualized	937	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR443C	SSN2	tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR444W		tagged	visualized	TAP visualized	2070	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR447C	RPS17B	tagged	visualized	TAP visualized	30500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR448W	ADA2	tagged	visualized	TAP visualized	1720	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR449C	UTP6	tagged	visualized	TAP visualized	7520	NA	nucleolus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F
YDR450W	RPS18A	tagged	visualized	TAP visualized	48100	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR451C	YHP1	tagged	visualized	TAP visualized	low signal	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR452W	PPN1	tagged	visualized	TAP visualized	319	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR453C	TSA2	tagged	visualized	TAP visualized	4820	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR454C	GUK1	tagged	visualized	TAP visualized	20500	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR456W	NHX1	tagged	visualized	TAP visualized	521	NA	endosome	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR457W	TOM1	tagged	visualized	TAP visualized	358	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YDR458C		tagged	visualized	TAP visualized	1250	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR460W	TFB3	tagged	visualized	TAP visualized	3050	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR461W	MFA1	tagged	visualized	TAP visualized	28900	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR462W	MRPL28	tagged	visualized	TAP visualized	6280	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR463W	STP1	tagged	visualized	TAP visualized	1310	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR464W	SPP41	tagged	visualized	not TAP visualized	not visualized	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR465C	RMT2	tagged	visualized	TAP visualized	1600	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR469W	SDC1	tagged	visualized	TAP visualized	937	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR471W	RPL27B	tagged	visualized	TAP visualized	22900	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR472W	TRS31	tagged	visualized	TAP visualized	8350	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F
YDR473C	PRP3	tagged	visualized	TAP visualized	432	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR474C		tagged	visualized	TAP visualized	2130	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR476C		tagged	visualized	TAP visualized	2120	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR477W	SNF1	tagged	visualized	TAP visualized	589	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR478W	SNM1	tagged	visualized	TAP visualized	172	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR479C	PEX29	tagged	visualized	TAP visualized	5040	NA	"ambiguous,cytoplasm,punctate composite"	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR480W	DIG2	tagged	visualized	TAP visualized	1310	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR481C	PHO8	tagged	visualized	TAP visualized	3060	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR482C	CWC21	tagged	visualized	TAP visualized	556	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR483W	KRE2	tagged	visualized	TAP visualized	13000	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR484W	SAC2	tagged	visualized	TAP visualized	3130	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR485C	VPS72	tagged	visualized	TAP visualized	358	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR486C	VPS60	tagged	visualized	TAP visualized	2110	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR487C	RIB3	tagged	visualized	TAP visualized	5460	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR492W		tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR493W		tagged	visualized	TAP visualized	279	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR495C	VPS3	tagged	visualized	TAP visualized	2270	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR496C	PUF6	tagged	visualized	TAP visualized	21500	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YDR497C	ITR1	tagged	visualized	TAP visualized	technical problem	NA	"cell periphery,vacuole"	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR498C	SEC20	tagged	visualized	TAP visualized	4910	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR499W	LCD1	tagged	visualized	TAP visualized	606	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR500C	RPL37B	tagged	visualized	TAP visualized	19700	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR502C	SAM2	tagged	visualized	TAP visualized	22000	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR503C	LPP1	tagged	visualized	TAP visualized	300	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F
YDR505C	PSP1	tagged	visualized	TAP visualized	259	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR507C	GIN4	tagged	visualized	TAP visualized	736	NA	"ambiguous,bud neck,cytoplasm,bud"	T	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F	F	T
YDR508C	GNP1	tagged	visualized	TAP visualized	10600	NA	"ER,cell periphery"	F	F	F	F	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR510W	SMT3	tagged	visualized	TAP visualized	2940	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR511W	ACN9	tagged	visualized	TAP visualized	195	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR513W	TTR1	tagged	visualized	TAP visualized	31400	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR514C		tagged	visualized	TAP visualized	125	NA	"mitochondrion,nucleus"	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YDR515W	SLF1	tagged	visualized	TAP visualized	861	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR516C	EMI2	tagged	visualized	TAP visualized	10600	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR517W	GRH1	tagged	visualized	TAP visualized	2730	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR519W	FPR2	tagged	visualized	TAP visualized	5400	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR520C		tagged	visualized	TAP visualized	937	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR523C	SPS1	tagged	visualized	not TAP visualized	not visualized	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR524C	AGE1	tagged	visualized	TAP visualized	396	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR525W-A	SNA2	tagged	visualized	TAP visualized	20400	NA	"punctate composite,vacuolar membrane,lipid particle"	F	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F
YDR527W		tagged	visualized	TAP visualized	688	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR528W	HLR1	tagged	visualized	TAP visualized	259	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR529C	QCR7	tagged	visualized	TAP visualized	10100	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR530C	APA2	tagged	visualized	TAP visualized	1770	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR531W		tagged	visualized	TAP visualized	6190	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR532C	KRE28	tagged	visualized	TAP visualized	377	NA	"ambiguous,spindle pole"	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR533C		tagged	visualized	TAP visualized	358	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YDR538W	PAD1	tagged	visualized	TAP visualized	1750	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YDR539W		tagged	visualized	TAP visualized	861	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YDR540C		tagged	visualized	TAP visualized	172	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL001C		tagged	visualized	TAP visualized	7110	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL002C	WBP1	tagged	visualized	TAP visualized	14900	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL003W	GIM4	tagged	visualized	TAP visualized	1660	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL005C	VAB2	tagged	visualized	TAP visualized	low signal	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL006W		tagged	visualized	TAP visualized	1630	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL007W	TOS9	tagged	visualized	TAP visualized	1710	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL008W		tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL009C	GCN4	tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL011W	GLC3	tagged	visualized	TAP visualized	1230	NA	"cytoplasm,nucleus,punctate composite"	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL012W	UBC8	tagged	visualized	TAP visualized	1590	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL013W	VAC8	tagged	visualized	TAP visualized	5680	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL014C		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL015W	EDC3	tagged	visualized	TAP visualized	2340	NA	punctate composite	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL017C-A	PMP2	tagged	visualized	TAP visualized	74700	NA	"cell periphery,vacuole"	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL017W	GTT3	tagged	visualized	TAP visualized	1300	NA	nuclear periphery	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL018W	EAF5	tagged	visualized	TAP visualized	937	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YEL019C	MMS21	tagged	visualized	TAP visualized	2800	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL020C		tagged	visualized	not TAP visualized	not visualized	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL022W	GEA2	tagged	visualized	TAP visualized	7700	NA	"cytoplasm,early Golgi"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	T	F	F	F
YEL024W	RIP1	tagged	visualized	not TAP visualized	not visualized	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL025C	SRI1	tagged	visualized	not TAP visualized	not visualized	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL027W	CUP5	tagged	visualized	TAP visualized	8450	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL029C	BUD16	tagged	visualized	TAP visualized	low signal	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL031W	SPF1	tagged	visualized	TAP visualized	1870	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL036C	ANP1	tagged	visualized	not TAP visualized	not visualized	NA	Golgi	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F
YEL037C	RAD23	tagged	visualized	TAP visualized	10900	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL038W	UTR4	tagged	visualized	TAP visualized	2850	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL039C	CYC7	tagged	visualized	TAP visualized	1310	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL040W	UTR2	tagged	visualized	TAP visualized	technical problem	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL042W	GDA1	tagged	visualized	TAP visualized	8680	NA	"ambiguous,Golgi"	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F
YEL043W		tagged	visualized	TAP visualized	149	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL044W	IES6	tagged	visualized	TAP visualized	1720	NA	nucleus	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F
YEL046C	GLY1	tagged	visualized	TAP visualized	106000	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL047C		tagged	visualized	TAP visualized	7620	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL048C		tagged	visualized	TAP visualized	8660	NA	late Golgi	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F
YEL050C	RML2	tagged	visualized	TAP visualized	1580	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL051W	VMA8	tagged	visualized	TAP visualized	8500	NA	vacuolar membrane	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL052W	AFG1	tagged	visualized	TAP visualized	3570	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL053C	MAK10	tagged	visualized	TAP visualized	1970	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL054C	RPL12A	tagged	visualized	TAP visualized	68500	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL055C	POL5	tagged	visualized	TAP visualized	4490	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YEL058W	PCM1	tagged	visualized	TAP visualized	14700	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL059C-A	SOM1	tagged	visualized	TAP visualized	358	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL060C	PRB1	tagged	visualized	TAP visualized	1600	NA	"cytoplasm,punctate composite"	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YEL061C	CIN8	tagged	visualized	TAP visualized	238	NA	"spindle pole,microtubule"	F	F	F	T	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F
YEL062W	NPR2	tagged	visualized	TAP visualized	319	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL063C	CAN1	tagged	visualized	TAP visualized	technical problem	NA	"cell periphery,vacuole"	F	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL065W	SIT1	tagged	visualized	not TAP visualized	not visualized	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YEL066W	HPA3	tagged	visualized	TAP visualized	1160	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL071W	DLD3	tagged	visualized	TAP visualized	13000	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YEL073C		tagged	visualized	not TAP visualized	not visualized	NA	ambiguous	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YER001W	MNN1	tagged	visualized	TAP visualized	1780	NA	vacuole	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YER002W	NOP16	tagged	visualized	TAP visualized	2860	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YER003C	PMI40	tagged	visualized	TAP visualized	5220	516	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YER004W		tagged	visualized	TAP visualized	1340	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YER005W	YND1	tagged	visualized	TAP visualized	450	NA	"ambiguous,Golgi,early Golgi"	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	T	F	F	F
YER006W	NUG1	tagged	visualized	TAP visualized	7130	NA	"nucleolus,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	T	F
YER007C-A		tagged	visualized	TAP visualized	4220	NA	cytoplasm	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F
YER008C	SEC3	tagged	visualized	TAP visualized	377	NA	"bud neck,cell periphery,bud"	F	F	F	F	T	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	T
YER011W	TIR1	tagged	visualized	TAP visualized	623	NA	ER	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
YER013W	PRP22	tagged	visualized	TAP visualized	907	NA	"cytoplasm,nucleus"	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	T	F
YER014W	HEM14	tagged	visualized	TAP visualized	5350	NA	mitochondrion	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F
